vdc,ward,parcel_id,landuse
द.झिटकैया,2,361,कृषि क्षेत्र
द.झिटकैया,2,362,कृषि क्षेत्र
द.झिटकैया,2,363,कृषि क्षेत्र
द.झिटकैया,2,373,कृषि क्षेत्र
द.झिटकैया,2,374,कृषि क्षेत्र
द.झिटकैया,2,375,कृषि क्षेत्र
द.झिटकैया,2,387,कृषि क्षेत्र
द.झिटकैया,2,389,कृषि क्षेत्र
द.झिटकैया,2,391,कृषि क्षेत्र
द.झिटकैया,2,392,कृषि क्षेत्र
द.झिटकैया,2,392,कृषि क्षेत्र
द.झिटकैया,2,393,कृषि क्षेत्र
द.झिटकैया,2,394,कृषि क्षेत्र
द.झिटकैया,2,395,कृषि क्षेत्र
द.झिटकैया,2,396,कृषि क्षेत्र
द.झिटकैया,2,397,कृषि क्षेत्र
द.झिटकैया,2,398,कृषि क्षेत्र
द.झिटकैया,2,399,कृषि क्षेत्र
द.झिटकैया,2,400,कृषि क्षेत्र
द.झिटकैया,2,401,कृषि क्षेत्र
द.झिटकैया,2,402,कृषि क्षेत्र
द.झिटकैया,2,403,कृषि क्षेत्र
द.झिटकैया,2,403,कृषि क्षेत्र
द.झिटकैया,2,404,कृषि क्षेत्र
द.झिटकैया,2,407,आवासीय क्षेत्र
द.झिटकैया,2,408,कृषि क्षेत्र
द.झिटकैया,2,409,कृषि क्षेत्र
द.झिटकैया,2,411,कृषि क्षेत्र
द.झिटकैया,2,412,कृषि क्षेत्र
द.झिटकैया,2,414,कृषि क्षेत्र
द.झिटकैया,2,415,कृषि क्षेत्र
द.झिटकैया,2,416,कृषि क्षेत्र
द.झिटकैया,2,417,कृषि क्षेत्र
द.झिटकैया,2,426,कृषि क्षेत्र
द.झिटकैया,2,427,कृषि क्षेत्र
द.झिटकैया,2,428,कृषि क्षेत्र
द.झिटकैया,2,431,कृषि क्षेत्र
द.झिटकैया,2,432,कृषि क्षेत्र
द.झिटकैया,2,466,कृषि क्षेत्र
द.झिटकैया,2,467,कृषि क्षेत्र
द.झिटकैया,2,472,कृषि क्षेत्र
द.झिटकैया,2,480,आवासीय क्षेत्र
द.झिटकैया,2,490,कृषि क्षेत्र
द.झिटकैया,2,492,कृषि क्षेत्र
द.झिटकैया,2,493,कृषि क्षेत्र
द.झिटकैया,2,496,कृषि क्षेत्र
द.झिटकैया,2,497,कृषि क्षेत्र
द.झिटकैया,2,503,कृषि क्षेत्र
द.झिटकैया,2,506,आवासीय क्षेत्र
द.झिटकैया,2,507,आवासीय क्षेत्र
द.झिटकैया,2,514,आवासीय क्षेत्र
द.झिटकैया,2,527,कृषि क्षेत्र
द.झिटकैया,2,528,कृषि क्षेत्र
द.झिटकैया,2,529,कृषि क्षेत्र
द.झिटकैया,2,530,कृषि क्षेत्र
द.झिटकैया,2,531,कृषि क्षेत्र
द.झिटकैया,2,532,कृषि क्षेत्र
द.झिटकैया,2,533,कृषि क्षेत्र
द.झिटकैया,2,534,कृषि क्षेत्र
द.झिटकैया,2,535,कृषि क्षेत्र
द.झिटकैया,2,536,कृषि क्षेत्र
द.झिटकैया,2,547,कृषि क्षेत्र
द.झिटकैया,2,548,कृषि क्षेत्र
द.झिटकैया,2,549,कृषि क्षेत्र
द.झिटकैया,2,550,कृषि क्षेत्र
द.झिटकैया,2,553,कृषि क्षेत्र
द.झिटकैया,2,554,कृषि क्षेत्र
द.झिटकैया,2,572,आवासीय क्षेत्र
द.झिटकैया,2,573,आवासीय क्षेत्र
द.झिटकैया,2,582,कृषि क्षेत्र
द.झिटकैया,2,583,कृषि क्षेत्र
द.झिटकैया,2,597,आवासीय क्षेत्र
द.झिटकैया,2,600,कृषि क्षेत्र
द.झिटकैया,2,601,कृषि क्षेत्र
द.झिटकैया,2,603,कृषि क्षेत्र
द.झिटकैया,2,604,कृषि क्षेत्र
द.झिटकैया,2,607,कृषि क्षेत्र
द.झिटकैया,2,608,कृषि क्षेत्र
द.झिटकैया,2,619,कृषि क्षेत्र
द.झिटकैया,2,620,कृषि क्षेत्र
द.झिटकैया,2,621,कृषि क्षेत्र
द.झिटकैया,2,622,कृषि क्षेत्र
द.झिटकैया,2,623,कृषि क्षेत्र
द.झिटकैया,2,624,कृषि क्षेत्र
द.झिटकैया,2,625,कृषि क्षेत्र
द.झिटकैया,2,626,कृषि क्षेत्र
द.झिटकैया,2,629,कृषि क्षेत्र
द.झिटकैया,2,630,कृषि क्षेत्र
द.झिटकैया,2,659,कृषि क्षेत्र
द.झिटकैया,2,660,कृषि क्षेत्र
द.झिटकैया,2,661,कृषि क्षेत्र
द.झिटकैया,2,662,कृषि क्षेत्र
द.झिटकैया,2,674,कृषि क्षेत्र
द.झिटकैया,2,675,कृषि क्षेत्र
द.झिटकैया,2,690,कृषि क्षेत्र
द.झिटकैया,2,692,कृषि क्षेत्र
द.झिटकैया,2,701,आवासीय क्षेत्र
द.झिटकैया,2,702,आवासीय क्षेत्र
द.झिटकैया,2,703,आवासीय क्षेत्र
द.झिटकैया,2,704,कृषि क्षेत्र
द.झिटकैया,2,711,आवासीय क्षेत्र
द.झिटकैया,2,712,आवासीय क्षेत्र
द.झिटकैया,2,719,कृषि क्षेत्र
द.झिटकैया,2,720,कृषि क्षेत्र
द.झिटकैया,2,721,कृषि क्षेत्र
द.झिटकैया,2,722,कृषि क्षेत्र
द.झिटकैया,2,723,कृषि क्षेत्र
द.झिटकैया,2,724,कृषि क्षेत्र
द.झिटकैया,2,767,कृषि क्षेत्र
द.झिटकैया,2,779,कृषि क्षेत्र
द.झिटकैया,2,780,कृषि क्षेत्र
द.झिटकैया,2,781,कृषि क्षेत्र
द.झिटकैया,2,782,कृषि क्षेत्र
द.झिटकैया,2,783,कृषि क्षेत्र
द.झिटकैया,2,786,कृषि क्षेत्र
द.झिटकैया,2,787,कृषि क्षेत्र
द.झिटकैया,2,788,कृषि क्षेत्र
द.झिटकैया,2,789,कृषि क्षेत्र
द.झिटकैया,2,790,आवासीय क्षेत्र
द.झिटकैया,2,791,आवासीय क्षेत्र
द.झिटकैया,2,793,कृषि क्षेत्र
द.झिटकैया,2,795,कृषि क्षेत्र
द.झिटकैया,2,796,आवासीय क्षेत्र
द.झिटकैया,2,802,कृषि क्षेत्र
द.झिटकैया,2,803,कृषि क्षेत्र
द.झिटकैया,2,808,आवासीय क्षेत्र
द.झिटकैया,2,809,आवासीय क्षेत्र
द.झिटकैया,2,810,कृषि क्षेत्र
द.झिटकैया,2,811,कृषि क्षेत्र
द.झिटकैया,2,812,आवासीय क्षेत्र
द.झिटकैया,2,813,आवासीय क्षेत्र
द.झिटकैया,2,814,कृषि क्षेत्र
द.झिटकैया,2,815,कृषि क्षेत्र
द.झिटकैया,2,816,कृषि क्षेत्र
द.झिटकैया,2,817,कृषि क्षेत्र
द.झिटकैया,2,820,कृषि क्षेत्र
द.झिटकैया,2,821,कृषि क्षेत्र
द.झिटकैया,2,822,कृषि क्षेत्र
द.झिटकैया,2,823,कृषि क्षेत्र
द.झिटकैया,2,824,कृषि क्षेत्र
द.झिटकैया,2,825,कृषि क्षेत्र
द.झिटकैया,2,826,कृषि क्षेत्र
द.झिटकैया,2,827,कृषि क्षेत्र
द.झिटकैया,2,828,कृषि क्षेत्र
द.झिटकैया,2,829,कृषि क्षेत्र
द.झिटकैया,2,830,कृषि क्षेत्र
द.झिटकैया,2,831,कृषि क्षेत्र
द.झिटकैया,2,832,कृषि क्षेत्र
द.झिटकैया,2,833,आवासीय क्षेत्र
द.झिटकैया,2,834,कृषि क्षेत्र
द.झिटकैया,2,835,आवासीय क्षेत्र
द.झिटकैया,2,836,आवासीय क्षेत्र
द.झिटकैया,2,837,कृषि क्षेत्र
द.झिटकैया,2,838,कृषि क्षेत्र
द.झिटकैया,2,839,कृषि क्षेत्र
द.झिटकैया,2,840,कृषि क्षेत्र
द.झिटकैया,2,844,कृषि क्षेत्र
द.झिटकैया,2,845,कृषि क्षेत्र
द.झिटकैया,2,846,कृषि क्षेत्र
द.झिटकैया,2,847,कृषि क्षेत्र
द.झिटकैया,2,850,कृषि क्षेत्र
द.झिटकैया,2,851,कृषि क्षेत्र
द.झिटकैया,2,854,कृषि क्षेत्र
द.झिटकैया,2,855,कृषि क्षेत्र
द.झिटकैया,2,856,कृषि क्षेत्र
द.झिटकैया,2,857,कृषि क्षेत्र
द.झिटकैया,2,858,कृषि क्षेत्र
द.झिटकैया,2,859,कृषि क्षेत्र
द.झिटकैया,2,862,कृषि क्षेत्र
द.झिटकैया,2,863,कृषि क्षेत्र
द.झिटकैया,2,864,कृषि क्षेत्र
द.झिटकैया,2,865,कृषि क्षेत्र
द.झिटकैया,2,866,कृषि क्षेत्र
द.झिटकैया,2,867,कृषि क्षेत्र
द.झिटकैया,2,868,आवासीय क्षेत्र
द.झिटकैया,2,869,आवासीय क्षेत्र
द.झिटकैया,2,9999,सार्वजनिक उपयोगको क्षेत्र
द.झिटकैया,2 गाउँ,1,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,2,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,3,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,4,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,5,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,6,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,8,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,9,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,10,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,11,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,12,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,13,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,15,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,16,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,17,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,18,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,19,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,20,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,22,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,23,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,24,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,25,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,26,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,27,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,28,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,29,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,30,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,31,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,32,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,33,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,34,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,35,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,36,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,37,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,38,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,39,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,40,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,41,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,42,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,43,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,44,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,45,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,46,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,47,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,48,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,50,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,51,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,52,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,53,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,54,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,55,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,56,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,57,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,58,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,59,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,60,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,61,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,62,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,63,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,64,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,65,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,66,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,67,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,68,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,69,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,71,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,72,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,77,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,78,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,79,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,80,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ,999998,सार्वजनिक उपयोगको क्षेत्र
द.झिटकैया,2 गाउँ,999999,सार्वजनिक उपयोगको क्षेत्र
द.झिटकैया,2 गाउँ 2,1,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,3,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,4,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,6,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,7,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,7,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,8,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,9,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,11,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,12,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,14,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,15,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,16,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,17,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,18,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,19,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,20,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,21,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,22,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,23,आवासीय क्षेत्र
द.झिटकैया,2 गाउँ 2,999999,सार्वजनिक उपयोगको क्षेत्र
द.झिटकैया,2 नहर,0,सार्वजनिक उपयोगको क्षेत्र
द.झिटकैया,2 नहर,106,कृषि क्षेत्र
द.झिटकैया,2 नहर,109,कृषि क्षेत्र
द.झिटकैया,2 नहर,442,कृषि क्षेत्र
द.झिटकैया,2 नहर,444,कृषि क्षेत्र
द.झिटकैया,2 नहर,446,कृषि क्षेत्र
द.झिटकैया,2 नहर,447,कृषि क्षेत्र
द.झिटकैया,2 नहर,448,कृषि क्षेत्र
द.झिटकैया,2 नहर,449,कृषि क्षेत्र
द.झिटकैया,2 नहर,450,कृषि क्षेत्र
द.झिटकैया,2 नहर,452,कृषि क्षेत्र
द.झिटकैया,2 नहर,453,कृषि क्षेत्र
द.झिटकैया,2 नहर,454,कृषि क्षेत्र
द.झिटकैया,2 नहर,455,कृषि क्षेत्र
द.झिटकैया,2 नहर,455,कृषि क्षेत्र
द.झिटकैया,2 नहर,456,कृषि क्षेत्र
द.झिटकैया,2 नहर,457,कृषि क्षेत्र
द.झिटकैया,2 नहर,458,कृषि क्षेत्र
द.झिटकैया,2 नहर,459,कृषि क्षेत्र
द.झिटकैया,2 नहर,460,कृषि क्षेत्र
द.झिटकैया,2 नहर,462,कृषि क्षेत्र
द.झिटकैया,2 नहर,463,कृषि क्षेत्र
द.झिटकैया,2 नहर,464,कृषि क्षेत्र
द.झिटकैया,2 नहर,464,कृषि क्षेत्र
द.झिटकैया,2 नहर,465,कृषि क्षेत्र
द.झिटकैया,2 नहर,605,कृषि क्षेत्र
द.झिटकैया,2 नहर,606,कृषि क्षेत्र
द.झिटकैया,2 नहर,607,कृषि क्षेत्र
द.झिटकैया,2 नहर,608,कृषि क्षेत्र
द.झिटकैया,2 नहर,663,कृषि क्षेत्र
द.झिटकैया,2 नहर,664,कृषि क्षेत्र
द.झिटकैया,3,0,आवासीय क्षेत्र
द.झिटकैया,3,12,कृषि क्षेत्र
द.झिटकैया,3,13,कृषि क्षेत्र
द.झिटकैया,3,25,कृषि क्षेत्र
द.झिटकैया,3,30,कृषि क्षेत्र
द.झिटकैया,3,31,कृषि क्षेत्र
द.झिटकैया,3,32,कृषि क्षेत्र
द.झिटकैया,3,33,कृषि क्षेत्र
द.झिटकैया,3,34,कृषि क्षेत्र
द.झिटकैया,3,35,कृषि क्षेत्र
द.झिटकैया,3,37,कृषि क्षेत्र
द.झिटकैया,3,38,कृषि क्षेत्र
द.झिटकैया,3,39,कृषि क्षेत्र
द.झिटकैया,3,40,कृषि क्षेत्र
द.झिटकैया,3,41,कृषि क्षेत्र
द.झिटकैया,3,42,कृषि क्षेत्र
द.झिटकैया,3,53,कृषि क्षेत्र
द.झिटकैया,3,54,कृषि क्षेत्र
द.झिटकैया,3,55,कृषि क्षेत्र
द.झिटकैया,3,56,कृषि क्षेत्र
द.झिटकैया,3,57,कृषि क्षेत्र
द.झिटकैया,3,58,कृषि क्षेत्र
द.झिटकैया,3,60,कृषि क्षेत्र
द.झिटकैया,3,61,कृषि क्षेत्र
द.झिटकैया,3,62,कृषि क्षेत्र
द.झिटकैया,3,63,कृषि क्षेत्र
द.झिटकैया,3,64,कृषि क्षेत्र
द.झिटकैया,3,65,कृषि क्षेत्र
द.झिटकैया,3,69,कृषि क्षेत्र
द.झिटकैया,3,70,कृषि क्षेत्र
द.झिटकैया,3,71,कृषि क्षेत्र
द.झिटकैया,3,72,कृषि क्षेत्र
द.झिटकैया,3,76,कृषि क्षेत्र
द.झिटकैया,3,77,कृषि क्षेत्र
द.झिटकैया,3,78,कृषि क्षेत्र
द.झिटकैया,3,79,कृषि क्षेत्र
द.झिटकैया,3,80,कृषि क्षेत्र
द.झिटकैया,3,81,कृषि क्षेत्र
द.झिटकैया,3,82,कृषि क्षेत्र
द.झिटकैया,3,83,कृषि क्षेत्र
द.झिटकैया,3,85,कृषि क्षेत्र
द.झिटकैया,3,86,कृषि क्षेत्र
द.झिटकैया,3,87,कृषि क्षेत्र
द.झिटकैया,3,88,कृषि क्षेत्र
द.झिटकैया,3,89,कृषि क्षेत्र
द.झिटकैया,3,90,कृषि क्षेत्र
द.झिटकैया,3,91,कृषि क्षेत्र
द.झिटकैया,3,92,कृषि क्षेत्र
द.झिटकैया,3,93,कृषि क्षेत्र
द.झिटकैया,3,95,कृषि क्षेत्र
द.झिटकैया,3,96,कृषि क्षेत्र
द.झिटकैया,3,97,कृषि क्षेत्र
द.झिटकैया,3,98,कृषि क्षेत्र
द.झिटकैया,3,101,कृषि क्षेत्र
द.झिटकैया,3,102,कृषि क्षेत्र
द.झिटकैया,3,103,कृषि क्षेत्र
द.झिटकैया,3,104,कृषि क्षेत्र
द.झिटकैया,3,105,कृषि क्षेत्र
द.झिटकैया,3,106,कृषि क्षेत्र
द.झिटकैया,3,107,कृषि क्षेत्र
द.झिटकैया,3,108,कृषि क्षेत्र
द.झिटकैया,3,109,कृषि क्षेत्र
द.झिटकैया,3,110,कृषि क्षेत्र
द.झिटकैया,3,111,कृषि क्षेत्र
द.झिटकैया,3,112,कृषि क्षेत्र
द.झिटकैया,3,114,कृषि क्षेत्र
द.झिटकैया,3,115,कृषि क्षेत्र
द.झिटकैया,3,116,कृषि क्षेत्र
द.झिटकैया,3,117,कृषि क्षेत्र
द.झिटकैया,3,120,कृषि क्षेत्र
द.झिटकैया,3,121,कृषि क्षेत्र
द.झिटकैया,3,123,कृषि क्षेत्र
द.झिटकैया,3,124,कृषि क्षेत्र
द.झिटकैया,3,125,कृषि क्षेत्र
द.झिटकैया,3,126,कृषि क्षेत्र
द.झिटकैया,3,127,कृषि क्षेत्र
द.झिटकैया,3,129,कृषि क्षेत्र
द.झिटकैया,3,131,कृषि क्षेत्र
द.झिटकैया,3,132,कृषि क्षेत्र
द.झिटकैया,3,133,कृषि क्षेत्र
द.झिटकैया,3,134,कृषि क्षेत्र
द.झिटकैया,3,135,कृषि क्षेत्र
द.झिटकैया,3,136,कृषि क्षेत्र
द.झिटकैया,3,141,कृषि क्षेत्र
द.झिटकैया,3,142,कृषि क्षेत्र
द.झिटकैया,3,143,कृषि क्षेत्र
द.झिटकैया,3,144,कृषि क्षेत्र
द.झिटकैया,3,145,कृषि क्षेत्र
द.झिटकैया,3,146,कृषि क्षेत्र
द.झिटकैया,3,147,कृषि क्षेत्र
द.झिटकैया,3,148,कृषि क्षेत्र
द.झिटकैया,3,149,कृषि क्षेत्र
द.झिटकैया,3,151,कृषि क्षेत्र
द.झिटकैया,3,152,कृषि क्षेत्र
द.झिटकैया,3,153,कृषि क्षेत्र
द.झिटकैया,3,154,कृषि क्षेत्र
द.झिटकैया,3,155,कृषि क्षेत्र
द.झिटकैया,3,156,कृषि क्षेत्र
द.झिटकैया,3,157,कृषि क्षेत्र
द.झिटकैया,3,158,कृषि क्षेत्र
द.झिटकैया,3,159,कृषि क्षेत्र
द.झिटकैया,3,160,कृषि क्षेत्र
द.झिटकैया,3,161,कृषि क्षेत्र
द.झिटकैया,3,162,कृषि क्षेत्र
द.झिटकैया,3,163,कृषि क्षेत्र
द.झिटकैया,3,164,कृषि क्षेत्र
द.झिटकैया,3,165,कृषि क्षेत्र
द.झिटकैया,3,167,कृषि क्षेत्र
द.झिटकैया,3,168,कृषि क्षेत्र
द.झिटकैया,3,169,कृषि क्षेत्र
द.झिटकैया,3,170,कृषि क्षेत्र
द.झिटकैया,3,172,कृषि क्षेत्र
द.झिटकैया,3,173,कृषि क्षेत्र
द.झिटकैया,3,174,कृषि क्षेत्र
द.झिटकैया,3,175,कृषि क्षेत्र
द.झिटकैया,3,176,कृषि क्षेत्र
द.झिटकैया,3,177,कृषि क्षेत्र
द.झिटकैया,3,178,आवासीय क्षेत्र
द.झिटकैया,3,179,आवासीय क्षेत्र
द.झिटकैया,3,180,आवासीय क्षेत्र
द.झिटकैया,3,181,कृषि क्षेत्र
द.झिटकैया,3,182,कृषि क्षेत्र
द.झिटकैया,3,183,कृषि क्षेत्र
द.झिटकैया,3,184,कृषि क्षेत्र
द.झिटकैया,3,185,कृषि क्षेत्र
द.झिटकैया,3,186,कृषि क्षेत्र
द.झिटकैया,3,187,कृषि क्षेत्र
द.झिटकैया,3,188,कृषि क्षेत्र
द.झिटकैया,3,189,कृषि क्षेत्र
द.झिटकैया,3,191,कृषि क्षेत्र
द.झिटकैया,3,192,कृषि क्षेत्र
द.झिटकैया,3,193,कृषि क्षेत्र
द.झिटकैया,3,194,कृषि क्षेत्र
द.झिटकैया,3,195,कृषि क्षेत्र
द.झिटकैया,3,196,कृषि क्षेत्र
द.झिटकैया,3,197,कृषि क्षेत्र
द.झिटकैया,3,199,कृषि क्षेत्र
द.झिटकैया,3,200,कृषि क्षेत्र
द.झिटकैया,3,201,कृषि क्षेत्र
द.झिटकैया,3,203,कृषि क्षेत्र
द.झिटकैया,3,207,कृषि क्षेत्र
द.झिटकैया,3,208,कृषि क्षेत्र
द.झिटकैया,3,209,कृषि क्षेत्र
द.झिटकैया,3,210,कृषि क्षेत्र
द.झिटकैया,3,211,कृषि क्षेत्र
द.झिटकैया,3,213,कृषि क्षेत्र
द.झिटकैया,3,214,कृषि क्षेत्र
द.झिटकैया,3,215,कृषि क्षेत्र
द.झिटकैया,3,216,कृषि क्षेत्र
द.झिटकैया,3,217,कृषि क्षेत्र
द.झिटकैया,3,219,कृषि क्षेत्र
द.झिटकैया,3,220,कृषि क्षेत्र
द.झिटकैया,3,221,कृषि क्षेत्र
द.झिटकैया,3,222,कृषि क्षेत्र
द.झिटकैया,3,223,कृषि क्षेत्र
द.झिटकैया,3,224,कृषि क्षेत्र
द.झिटकैया,3,225,कृषि क्षेत्र
द.झिटकैया,3,228,कृषि क्षेत्र
द.झिटकैया,3,229,कृषि क्षेत्र
द.झिटकैया,3,230,कृषि क्षेत्र
द.झिटकैया,3,231,कृषि क्षेत्र
द.झिटकैया,3,232,कृषि क्षेत्र
द.झिटकैया,3,234,आवासीय क्षेत्र
द.झिटकैया,3,235,आवासीय क्षेत्र
द.झिटकैया,3,236,आवासीय क्षेत्र
द.झिटकैया,3,240,आवासीय क्षेत्र
द.झिटकैया,3,241,आवासीय क्षेत्र
द.झिटकैया,3,242,आवासीय क्षेत्र
द.झिटकैया,3,243,आवासीय क्षेत्र
द.झिटकैया,3,245,आवासीय क्षेत्र
द.झिटकैया,3,246,आवासीय क्षेत्र
द.झिटकैया,3,247,कृषि क्षेत्र
द.झिटकैया,3,248,कृषि क्षेत्र
द.झिटकैया,3,249,कृषि क्षेत्र
द.झिटकैया,3,250,कृषि क्षेत्र
द.झिटकैया,3,251,कृषि क्षेत्र
द.झिटकैया,3,252,कृषि क्षेत्र
द.झिटकैया,3,253,कृषि क्षेत्र
द.झिटकैया,3,254,कृषि क्षेत्र
द.झिटकैया,3,255,कृषि क्षेत्र
द.झिटकैया,3,256,कृषि क्षेत्र
द.झिटकैया,3,257,कृषि क्षेत्र
द.झिटकैया,3,258,कृषि क्षेत्र
द.झिटकैया,3,259,कृषि क्षेत्र
द.झिटकैया,3,260,कृषि क्षेत्र
द.झिटकैया,3,261,कृषि क्षेत्र
द.झिटकैया,3,262,कृषि क्षेत्र
द.झिटकैया,3,263,कृषि क्षेत्र
द.झिटकैया,3,264,कृषि क्षेत्र
द.झिटकैया,3,265,कृषि क्षेत्र
द.झिटकैया,3,266,कृषि क्षेत्र
द.झिटकैया,3,267,कृषि क्षेत्र
द.झिटकैया,3,268,कृषि क्षेत्र
द.झिटकैया,3,269,कृषि क्षेत्र
द.झिटकैया,3,270,आवासीय क्षेत्र
द.झिटकैया,3,271,आवासीय क्षेत्र
द.झिटकैया,3,273,"नदी, खोला, ताल, सिमसार क्षेत्र"
द.झिटकैया,3,274,कृषि क्षेत्र
द.झिटकैया,3,275,सार्वजनिक उपयोगको क्षेत्र
द.झिटकैया,3,276,कृषि क्षेत्र
द.झिटकैया,3,277,कृषि क्षेत्र
द.झिटकैया,3,278,आवासीय क्षेत्र
द.झिटकैया,3,280,आवासीय क्षेत्र
द.झिटकैया,3,281,कृषि क्षेत्र
द.झिटकैया,3,282,कृषि क्षेत्र
द.झिटकैया,3,283,कृषि क्षेत्र
द.झिटकैया,3,284,कृषि क्षेत्र
द.झिटकैया,3,286,कृषि क्षेत्र
द.झिटकैया,3,289,कृषि क्षेत्र
द.झिटकैया,3,290,कृषि क्षेत्र
द.झिटकैया,3,291,कृषि क्षेत्र
द.झिटकैया,3,292,कृषि क्षेत्र
द.झिटकैया,3,294,कृषि क्षेत्र
द.झिटकैया,3,297,कृषि क्षेत्र
द.झिटकैया,3,302,कृषि क्षेत्र
द.झिटकैया,3,304,कृषि क्षेत्र
द.झिटकैया,3,306,कृषि क्षेत्र
द.झिटकैया,3,311,कृषि क्षेत्र
द.झिटकैया,3,312,कृषि क्षेत्र
